https://www.washingtonpost.com/national-security/justice-dept-sues-for-proceeds-from-edward-snowdens-book/2019/09/17/8f08356e-d96e-11e9-a688-303693fb4b0b_story.html, Justice Dept. sues for proceeds from Edward Snowden’s book, September 17 2019, https://www.washingtonpost.com/resizer/Q0rq_sMznDqeUkc4Gc18fmJsIF4=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/25H5YNWZN4I6TJUIGA3JH62LBM.jpg
https://www.washingtonpost.com/travel/tips/completely-correct-guide-getting-off-plane, The completely correct guide to getting off a plane, September 17 2019, https://www.washingtonpost.com/resizer/cV3rV0SXA4pyg-srTtPLpvgCI14=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/FHTT2S3KTZGONIA6JEDTQQDPRQ.jpg
https://www.washingtonpost.com/health/2019/09/18/us-abortion-rate-falls-lowest-level-since-roe-v-wade, The U.S. abortion rate falls to lowest level since Roe v. Wade, September 18 2019, https://www.washingtonpost.com/resizer/XE4_JOtRWapYtjI_3fv0e5amrRE=/480x320/www.washingtonpost.com/r/2010-2019/WashingtonPost/2019/05/15/National-Politics/Images/AFP_1GG79G.jpg
